MetaFemina new-study exclusion ledger
=======================================
PMID | Published date | Screen | Code | Exposure | Cancer | Reason
42123166 | 2026-04-30 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors, and ovarian cancer is mentioned as family history rather than studied for incidence.
42123432 | 2026-04-26 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium compounds are reviewed as therapies for drug-resistant breast cancer, not as exposures associated with breast cancer incidence.
42123901 | 2026-05-06 | first | S1-NOT-DIRECT | Chitosan | Ovarian cancer | Chitosan is used as a nanoparticle drug carrier in a cytotoxicity and drug-delivery study, not evaluated as an ovarian cancer risk exposure.
42123930 | 2026-04-23 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidants are evaluated for treatment-related toxicity, recurrence, mortality, and interactions with breast cancer therapy rather than incidence.
42123930 | 2026-04-23 | first | S1-NOT-DIRECT | Coenzyme Q10 | Breast cancer | Coenzyme Q10 is discussed as a supplement for mitigating treatment toxicity in patients with breast cancer, not as a breast cancer risk exposure.
42123930 | 2026-04-23 | first | S1-NOT-DIRECT | Melatonin | Breast cancer | Melatonin is discussed as a supplement for mitigating treatment toxicity in patients with breast cancer, not as a breast cancer risk exposure.
42124639 | 2026-02-24 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper exposure is tested only for transcriptomic changes in normal breast cells relevant to cancer biology, without studying breast cancer incidence or development.
42124939 | 2026 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine is merely a culture-medium component in a review of breast cancer organoid establishment, not a breast cancer risk exposure.
42124939 | 2026 | first | S1-NOT-DIRECT | N-acetylcysteine | Breast cancer | N-acetylcysteine is merely a culture-medium component in a review of breast cancer organoid establishment, not a breast cancer risk exposure.
42125218 | 2026 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly-ADP-ribose polymerase in a review of PARP inhibitor treatment for breast cancer.
42125218 | 2026 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly-ADP-ribose polymerase in a review of PARP inhibitor treatment for ovarian cancer.
42125775 | 2026-06-01 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol exposure is not discussed in the title, abstract, or MeSH terms of this breast cancer symposium report.
42126320 | 2026-05-13 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide is used only in an anti-inflammatory inhibition assay, while breast cancer is assessed separately in a cytotoxicity experiment.
42126475 | 2026-07-01 | first | S1-NOT-DIRECT | Ashwagandha | Breast cancer | This review concerns Ashwagandha's therapeutic and mechanistic effects in existing breast cancer rather than breast cancer incidence or risk.
42127414 | 2026-06-01 | second | S2-REVIEW | Vitamin D | Ovarian cancer | This is a systematic review and meta-analysis of Mendelian randomization studies rather than an original human study.
42127859 | 2026-06-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitors used for ovarian cancer treatment.
42128102 | 2026-06-01 | first | S1-NOT-DIRECT | Selenium | Breast cancer | The study evaluates selenium-containing nanoparticles as breast cancer therapy rather than selenium exposure and incident breast cancer risk.
42128119 | 2026-06-01 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is a component of a nanocarrier for treating established breast cancer and is not studied as a risk exposure.
42128119 | 2026-06-01 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese dioxide is a component of a therapeutic drug-delivery nanoparticle and is not examined in relation to breast cancer incidence.
42129486 | 2026-05-14 | first | S1-NOT-DIRECT | Pyruvate | Ovarian cancer | The article studies pyruvate carboxylase as a tumor metabolic mechanism, not nutritional pyruvate exposure and ovarian cancer risk.
42129860 | 2026-05-13 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is used as a targeting ligand in a paclitaxel nanocarrier for breast cancer therapy rather than as a risk exposure.
42130014 | 2026-06-01 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is evaluated as part of a nanodrug treatment to reverse resistance in established breast cancer, with no incidence question.
42132134 | 2026-05-01 | first | S1-NOT-DIRECT | Pomegranate | Ovarian cancer | The pomegranate-derived compound punicalagin is tested therapeutically in ovarian cancer cells rather than for ovarian cancer incidence or risk.
42132820 | 2026-06-03 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc is incorporated into an experimental metal complex tested for cytotoxicity against breast cancer cells, not studied as a risk exposure.
42133888 | 2026-05-25 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is conjugated to a drug-delivery carrier for targeting existing breast cancer cells rather than evaluated for cancer risk.
42133897 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose occurs only in the name poly(ADP-ribose) polymerase inhibitors evaluated for treatment outcomes in ovarian cancer patients.
42134156 | 2026-05-08 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron oxide is delivered therapeutically to induce ferroptosis in established treatment-resistant breast cancer rather than examined as an incidence exposure.
42136469 | 2026-05-08 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitors in a review of breast cancer chemoresistance and treatment.
42137148 | 2026 | first | S1-NOT-DIRECT | Iron | Breast cancer | An iron electrode is used as an experimental treatment to alter the tumor microenvironment in established breast cancer, not as a risk exposure.
42137373 | 2026-06-01 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol use is described among gastric cancer patients with multiple malignancies but is not specifically evaluated as a risk factor for incident breast cancer.
42138032 | 2026-07-01 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | Copper is part of a therapeutic nanozyme tested in ovarian cancer models and is not studied in relation to ovarian cancer incidence.
42139280 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only in the name poly(ADP-ribose) polymerase inhibitors in a biomarker study of therapeutic response in existing ovarian cancer.
42140566 | 2026-06-01 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is a hydrogel component used to prevent postoperative breast cancer recurrence, not a nutritional exposure studied in relation to incidence.
42140566 | 2026-06-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper ions are discussed only as therapeutic targets in a breast cancer recurrence model, with no incident-cancer risk question.
42140839 | 2026-05-15 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly-ADP-ribose polymerase inhibitor used for ovarian cancer maintenance therapy.
42140928 | 2026-05-15 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly-ADP-ribose polymerase inhibitors used to treat breast cancer.
42141023 | 2026-05-15 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is a nanoparticle targeting ligand for breast cancer drug delivery rather than an exposure evaluated for cancer incidence.
42141023 | 2026-05-15 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc is co-loaded into a therapeutic nanoparticle tested against established breast cancer cells, with no incidence question.
42141029 | 2026-05-15 | first | S1-NOT-DIRECT | Iodine | Uterine cancer | Iodine is used as a colposcopic stain for diagnosing cervical lesions and is not studied as a risk factor for uterine cancer.
42142677 | 2026-06-25 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is used mechanistically to induce ferroptosis as breast cancer therapy, not evaluated as an incident breast cancer exposure.
42143112 | 2026-05-16 | first | S1-NOT-DIRECT | Beta-alanine | Breast cancer | Beta-alanine is incorporated into experimental dipeptidomimetics screened as breast cancer therapeutics rather than studied for incidence.
42143366 | 2026-05-16 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is mentioned only in the mechanistic definition of ferroptosis resistance in established triple-negative breast cancer.
42143555 | 2026-05-13 | first | S1-NOT-DIRECT | Copper | Breast cancer | A synthetic copper complex is tested as an in vitro adjunct to breast cancer chemotherapy, not as a nutritional exposure associated with incidence.
42144203 | 2026-05-16 | first | S1-NOT-DIRECT | Calcium | Uterine cancer | The study examines intracellular calcium overload as a cell-death mechanism in established cervical cancer, not dietary calcium and uterine cancer incidence.
42144443 | 2026-05-18 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | Intracellular copper regulation is investigated as a mechanism of ovarian cancer growth and therapeutic response rather than incident risk.
42144443 | 2026-05-18 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron appears in the mechanistic description of ferroptosis in established ovarian cancer, with no incidence association.
42145133 | 2026-05-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc appears only in the name of a zinc-finger protein studied mechanistically in breast cancer progression.
42146153 | 2026-05-12 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron chelation and intracellular iron pools are studied as mechanisms of an experimental breast cancer therapy, not as incidence exposures.
42146153 | 2026-05-12 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Intracellular zinc pools are discussed only in relation to the anticancer mechanism of deferiprone in breast cancer cells.
42147106 | 2026 | second | S2-NO-TARGET-ESTIMATE | Alcohol | Breast cancer | The burden analysis only identifies alcohol as a broad contributor and does not provide a separable alcohol–breast cancer incidence association.
42147106 | 2026 | first | S1-NOT-DIRECT | Alcohol | Ovarian cancer | Although ovarian cancer burden is assessed, the abstract connects alcohol specifically to breast cancer rather than ovarian cancer risk or incidence.
42147106 | 2026 | first | S1-NOT-DIRECT | Alcohol | Uterine cancer | Although uterine cancer burden is assessed, the abstract connects alcohol specifically to breast cancer rather than uterine cancer risk or incidence.
42147231 | 2026 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidants are reviewed as supplements for breast cancer therapy and treatment response, not as determinants of incident breast cancer.
42147231 | 2026 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is discussed for anticancer activity and possible use in breast cancer management rather than incidence or risk.
42147231 | 2026 | first | S1-NOT-DIRECT | Resveratrol | Breast cancer | Resveratrol is discussed for anticancer activity and possible use in breast cancer management rather than incidence or risk.
42147342 | 2026 | first | S1-NOT-DIRECT | Potassium | Breast cancer | Potassium occurs only in the drug-class description of vonoprazan, which is studied as supportive breast cancer chemotherapy.
42147479 | 2026 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly-ADP-ribose polymerase inhibitors used for breast cancer treatment.
42149277 | 2026-05-18 | first | S1-NOT-DIRECT | Iron | Uterine cancer | Iron is an incidental laboratory finding in a patient with previously treated endometrial carcinoma and is not evaluated for cancer incidence.
42149277 | 2026-05-18 | first | S1-NOT-DIRECT | Vitamin B12 | Uterine cancer | Vitamin B12 is an incidental laboratory finding in a patient with previously treated endometrial carcinoma and is not evaluated for cancer incidence.
42150409 | 2026-05-12 | first | S1-NOT-DIRECT | Copper | Breast cancer | The copper exposure is a synthetic anticancer complex tested against established breast cancer cells, with no incidence or risk analysis.
42150571 | 2026-06-16 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium carbonate nanoparticles are reviewed as breast cancer drug-delivery platforms, with no incident-cancer risk question.
42152367 | 2026-05-15 | first | S1-NOT-DIRECT | Vitamin C | Uterine cancer | The vitamin C risk analysis concerns cervical cancer, not uterine cancer.
42152582 | 2026-06-01 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidant levels are mechanistic laboratory measurements in treated breast cancer cells, with no incident breast cancer question.
42152778 | 2026-06-02 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is measured as a tumor-microenvironment diagnostic target in existing breast cancer models, not as an exposure associated with incidence.
42153389 | 2026-05-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is involved in a ferroptosis mechanism during experimental breast cancer treatment, not an incident-cancer risk association.
42153442 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitor in an ovarian cancer pharmacokinetic study.
42153635 | 2026-06-01 | first | S1-NOT-DIRECT | Berberine | Breast cancer | The study evaluates berberine as a treatment against established breast cancer cells rather than as an exposure associated with incidence.
42154097 | 2026-05-19 | first | S1-NOT-DIRECT | Boron | Breast cancer | Boron is administered for neutron capture therapy of established breast cancer brain metastases, with only treatment and survival outcomes.
42155176 | 2026-05-12 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium signaling is used to control an experimental immunotherapy system in metastatic breast cancer models rather than studied as an incidence-related exposure.
42155176 | 2026-05-12 | first | S1-NOT-DIRECT | Capsaicin | Breast cancer | Capsaicin is a functional component of an experimental nanoplasmid immunotherapy for established breast cancer, not an exposure assessed for cancer incidence.
42155341 | 2026-07-23 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron dependence is discussed solely as part of ferroptosis vulnerability in existing breast cancer, without an incidence or risk question.
42155872 | 2026-05-18 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the term poly(ADP-ribose) polymerase inhibitor in a meta-analysis of advanced ovarian cancer treatment outcomes.
42156166 | 2026-05-19 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D is evaluated in relation to postoperative pain among patients already undergoing breast cancer surgery, not breast cancer incidence.
42156200 | 2026 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Nano-chitosan is tested as an antiproliferative treatment in established breast cancer cells, with no incidence question.
42157094 | 2026-05-20 | first | S1-NOT-DIRECT | Magnesium | Breast cancer | Magnesium oxide nanoparticles are tested for cytotoxicity against existing breast cancer cells and are not studied as an incidence-related nutritional exposure.
42157094 | 2026-05-20 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese oxide nanoparticles are tested for cytotoxicity against existing breast cancer cells and are not studied as an incidence-related nutritional exposure.
42157319 | 2026-05-19 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose occurs only within the name poly-ADP ribose polymerase inhibitors in a review of ovarian cancer mechanisms and therapy.
42157322 | 2026-05-19 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide signaling is assessed in penile tissue after tamoxifen exposure, while breast cancer is mentioned only as treatment context.
42157322 | 2026-05-19 | first | S1-NOT-DIRECT | Omega-3 fatty acids | Breast cancer | Omega-3 fatty acids are studied for tamoxifen-associated erectile dysfunction in male rats, not for breast cancer incidence.
42157872 | 2026-04-08 | first | S1-NOT-DIRECT | Probiotics | Breast cancer | Engineered probiotic bacteria are used to deliver therapy to established breast tumors, with no breast cancer incidence question.
42157999 | 2026 | second | S2-REVIEW | Alcohol | Breast cancer | This publication is a scoping review rather than an original human study of alcohol exposure and incident breast cancer.
42158258 | 2026 | first | S1-NOT-DIRECT | Red meat | Breast cancer | The study addresses cancer mortality rather than incidence, and the reported breast cancer association is with organ meat rather than red meat.
42158824 | 2026 | first | S1-NOT-DIRECT | N-acetylcysteine | Breast cancer | N-acetylcysteine is used as a mechanistic pretreatment in established breast cancer cells and is not assessed as an incidence-related exposure.
42159096 | 2026-05-01 | first | S1-NOT-DIRECT | Melatonin | Breast cancer | Melatonin is evaluated as a treatment for progression and metastasis of established triple-negative breast cancer, not for cancer incidence.
42161012 | 2026-06-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is discussed as part of ferroptosis and cancer biology mechanisms, not as a nutritional exposure associated with incident breast cancer.
42161012 | 2026-06-01 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron is discussed as part of ferroptosis and cancer biology mechanisms, not as a nutritional exposure associated with incident ovarian cancer.
42161051 | 2026-05-20 | first | S1-NOT-DIRECT | Lactobacillus | Breast cancer | Lactobacillus rhamnosus is studied as a probiotic adjunct to immunotherapy in established triple-negative breast cancer, not for breast cancer incidence.
42161058 | 2026-05-20 | first | S1-NOT-DIRECT | Tea | Breast cancer | Tea is mentioned only as a source of gallic acid in a review of potential therapeutic applications, without assessing tea exposure and breast cancer risk.
42161229 | 2026-07-01 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine metabolism is examined as a treatment-response mechanism in breast cancer cells, not as an exposure related to breast cancer incidence.
42162647 | 2026-05-19 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol is only a chemical structural term for a secondary alcohol and is unrelated to alcohol consumption or breast cancer incidence.
42162647 | 2026-05-19 | first | S1-NOT-DIRECT | Mushrooms | Breast cancer | Mushroom-derived compounds are screened for effects on the existing breast cancer microenvironment, not evaluated as dietary mushroom exposure and cancer risk.
42162664 | 2026-05-19 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron metabolism is evaluated as a predictor of response to neoadjuvant therapy in existing breast cancer, not as an incidence exposure.
42164935 | 2026-06-01 | first | S1-NOT-DIRECT | Hibiscus | Ovarian cancer | Hibiscus extract is tested as a treatment against established ovarian cancer cells rather than as an exposure associated with ovarian cancer incidence.
42165168 | 2026-07-01 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is a component of a nanomedicine for treating established breast tumors, with no breast cancer incidence question.
42165741 | 2026-06-01 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium refers to coronary artery calcium measured after breast cancer radiotherapy and is unrelated to breast cancer risk.
42167641 | 2026-05-20 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | Copper appears only in the description of contraceptive intrauterine devices, while ovarian cancer is mentioned in relation to salpingectomy risk reduction.
42168145 | 2026-05-21 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine metabolism is targeted therapeutically in established breast cancer models rather than studied as a determinant of breast cancer incidence.
42168276 | 2026-05-21 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide is only an antioxidant assay endpoint in a study of nanoparticle treatment effects on breast cancer cells.
42168385 | 2026-07-01 | first | S1-NOT-DIRECT | Licorice root | Breast cancer | A compound extracted from licorice root is tested for overcoming chemoresistance in established breast cancer, not for breast cancer incidence.
42168999 | 2026-05-21 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidants are intracellular therapeutic targets in a nanomedicine study of breast cancer bone metastases, not nutritional exposures related to incidence.
42168999 | 2026-05-21 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is part of a nanomaterial used to treat breast cancer bone metastases, with no incident breast cancer question.
42168999 | 2026-05-21 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is mentioned through ferroptosis mechanisms in therapy for breast cancer metastases rather than as an incidence exposure.
42169575 | 2026-05-01 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidant enzymes are mechanistic outcomes of melatonin treatment in breast cancer cells, not exposures associated with breast cancer incidence.
42169575 | 2026-05-01 | first | S1-NOT-DIRECT | Melatonin | Breast cancer | Melatonin is tested as an antiproliferative treatment in established breast cancer cells rather than as an exposure associated with incidence.
42169591 | 2026-05-01 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc oxide nanoparticles are tested as a treatment against breast cancer cells, with no breast cancer incidence question.
42169627 | 2026-05-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is only part of the drug-class name poly(ADP-ribose) polymerase inhibitors and is not a nutritional exposure.
42170625 | 2026 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper phthalocyanine is tested for cytotoxic activity against breast cancer cells rather than copper exposure being studied in relation to incidence.
42170625 | 2026 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese phthalocyanine is tested for cytotoxic activity against breast cancer cells rather than manganese exposure being studied in relation to incidence.
42170625 | 2026 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc phthalocyanine is tested for cytotoxic activity against breast cancer cells rather than zinc exposure being studied in relation to incidence.
42174725 | 2026-05-22 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc appears only in the name of a cadmium-zinc-telluride imaging detector used in patients already treated for breast cancer.
42174764 | 2026-05-22 | first | S1-NOT-DIRECT | Pomegranate | Breast cancer | The review focuses on pomegranate's therapeutic anticancer effects and mechanisms in established breast cancer rather than incidence or risk.
42176170 | 2026-05-23 | first | S1-NOT-DIRECT | Beta-carotene | Breast cancer | Beta-carotene is only identified as an extract constituent in a mechanistic anticancer study, not evaluated for breast cancer incidence or risk.
42176170 | 2026-05-23 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is only examined in molecular docking within an anticancer extract study, not evaluated for breast cancer incidence or risk.
42176170 | 2026-05-23 | first | S1-NOT-DIRECT | Vitamin B2 | Breast cancer | Vitamin B2 is merely identified as a constituent of the plant extract and is not studied as a breast cancer risk exposure.
42176791 | 2026-05-22 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is only embedded in the name of a PARP inhibitor in a study of treatment-resistant ovarian cancer rather than incidence.
42176935 | 2026-05-22 | second | S2-REVIEW | Melatonin | Breast cancer | This is a structured review of urinary melatonin biomarkers and breast cancer rather than an original human study.
42177186 | 2026-05-23 | first | S1-NOT-DIRECT | Eggs | Ovarian cancer | Eggs are used only as an experimental system for antiviral testing and are unrelated to ovarian cancer risk.
42177558 | 2026-05-23 | first | S1-NOT-DIRECT | Zinc | Breast cancer | The zinc match refers to a zinc finger protein rather than nutritional zinc exposure, and the study concerns breast cancer progression.
42177699 | 2026-05-24 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name poly(ADP-ribose) polymerase in a review of breast cancer drug resistance.
42177922 | 2026-06-25 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is a hydrogel component used for localized breast cancer therapy rather than an exposure studied in relation to cancer incidence.
42177922 | 2026-06-25 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is incorporated into therapeutic nanoparticles in a breast cancer treatment study and is not evaluated as a risk exposure.
42178335 | 2026-05-24 | first | S1-NOT-DIRECT | Choline | Breast cancer | Choline is assessed as a diagnostic and stage-associated metabolite in patients with existing breast cancer, not as an incident-cancer risk exposure.
42178335 | 2026-05-24 | first | S1-NOT-DIRECT | Creatine | Breast cancer | Creatine is assessed as a diagnostic metabolite altered in patients with existing breast cancer, not as an incident-cancer risk exposure.
42178335 | 2026-05-24 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine is assessed as a diagnostic metabolite altered in patients with existing breast cancer, not as an incident-cancer risk exposure.
42178335 | 2026-05-24 | first | S1-NOT-DIRECT | Leucine | Breast cancer | Leucine is assessed in relation to disease stage among patients with existing breast cancer rather than cancer incidence or risk.
42179795 | 2026 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol refers only to the solvent used to prepare a Ganoderma extract for treating breast cancer cells, not alcohol exposure or risk.
42180130 | 2026 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only as part of PARP1 and PARylation terminology in a mechanistic breast cancer progression study.
42180877 | 2026-04-30 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors discussed as ovarian cancer therapy.
42180877 | 2026-04-30 | first | S1-NOT-DIRECT | Ribose | Uterine cancer | The review does not study ribose exposure in relation to uterine or endometrial cancer incidence.
42180878 | 2026-04-30 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly(ADP-ribose) polymerase inhibitors in a review of ovarian cancer treatment.
42180888 | 2026-04-30 | first | S1-NOT-DIRECT | Iodine | Breast cancer | Iodine is used for seed marking during response-guided breast cancer treatment and is not studied as an incidence or risk exposure.
42181273 | 2026-06-19 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron accumulation is examined as part of treatment-induced ferroptosis in established breast cancer rather than as a cancer risk exposure.
42182198 | 2026-05-13 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within PARP terminology in a breast cancer drug-resistance study.
42182619 | 2026 | first | S1-NOT-DIRECT | Iodine | Breast cancer | Iodine refers to iodine-refractory thyroid cancer in a radioligand therapy review and is not evaluated as a breast cancer risk exposure.
42182941 | 2026-05-01 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidants are used only as experimental rescue agents in a breast cancer cell cytotoxicity mechanism study.
42182941 | 2026-05-01 | first | S1-NOT-DIRECT | N-acetylcysteine | Breast cancer | N-acetylcysteine is used only as an experimental antioxidant rescue agent in breast cancer cells and is not studied for cancer incidence.
42183022 | 2026-05-12 | first | S1-NOT-DIRECT | Iron | Breast cancer | The article concerns iron-dependent ferroptosis and chemotherapy resistance in established breast cancer, with no nutritional iron incidence question.
42183061 | 2026 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | The review concerns delivery of natural-product antioxidants for breast cancer treatment rather than their association with cancer incidence.
42184710 | 2026-05-21 | first | S1-NOT-DIRECT | Zinc | Ovarian cancer | Zinc is incorporated into experimental photosensitizer compounds for treating ovarian tumor cells and is not studied as an incidence-related exposure.
42186031 | 2026-05-25 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is only part of the term poly(ADP-ribose) polymerase in a maintenance-treatment study of recurrent ovarian cancer.
42186190 | 2026-04-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is only part of the PARP inhibitor terminology, and the case concerns treatment of recurrent prostate cancer rather than ovarian cancer incidence.
42186624 | 2026-04-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron oxide nanoparticles are used as a surgical tracer in a benign breast tumor case, not studied as a breast cancer risk exposure.
42186643 | 2026-04-01 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D appears only in the name of the source trial, while the analyzed exposure associated with breast cancer incidence is BMI.
42186752 | 2026-05-01 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron is mentioned through ferroptosis in an endometriosis mechanism study, with ovarian cancer only noted as prior research.
42188701 | 2026-04-24 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron oxide nanoparticles are imaging agents in an artificial breast tumor phantom rather than nutritional exposures evaluated for cancer risk.
42189063 | 2026-05-26 | first | S1-NOT-DIRECT | Copper | Breast cancer | Intracellular copper is examined as part of cuproptosis and docetaxel sensitivity in established breast cancer, not as a nutritional risk factor.
42190415 | 2026-05-26 | first | S1-NOT-DIRECT | Ginseng | Breast cancer | A ginseng-derived ginsenoside is investigated as an experimental treatment for established triple-negative breast cancer rather than for breast cancer incidence.
42190497 | 2026-07-01 | first | S1-NOT-DIRECT | Senna | Breast cancer | Senna leaf extract is used to synthesize nanoparticles tested for cytotoxic treatment effects in breast cancer cells, not for cancer incidence.
42190516 | 2026-05-18 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc is a component of an experimental nanozyme for breast cancer treatment, not a nutritional exposure studied in relation to breast cancer incidence.
42193006 | 2026-05-20 | first | S1-NOT-DIRECT | Alcohol | Ovarian cancer | Alcohol use is merely described among long-term gynecological cancer survivors without assessing ovarian cancer incidence or risk.
42193006 | 2026-05-20 | first | S1-NOT-DIRECT | Alcohol | Uterine cancer | Alcohol use is merely described among long-term gynecological cancer survivors without assessing uterine cancer incidence or risk.
42193270 | 2026-05-21 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium dysregulation is examined as an intracellular treatment mechanism in established breast cancer rather than as a nutritional risk exposure.
42193427 | 2026-05-13 | first | S1-NOT-DIRECT | Boron | Breast cancer | Boron is part of an experimental glutaminase-inhibiting drug evaluated against established breast cancer cells, not an incidence exposure.
42193427 | 2026-05-13 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine metabolism is targeted therapeutically in established breast cancer cells without examining dietary glutamine and cancer risk.
42196376 | 2026-05-14 | first | S1-NOT-DIRECT | Magnesium | Uterine cancer | Magnesium is administered locally as an experimental treatment for cervical cancer, with no uterine cancer incidence question.
42196565 | 2026-05-20 | first | S1-NOT-DIRECT | Quercetin | Uterine cancer | Quercetin is evaluated therapeutically against benign uterine leiomyoma rather than for uterine cancer incidence or risk.
42197081 | 2026-05-20 | first | S1-NOT-DIRECT | Mediterranean diet | Breast cancer | The Mediterranean diet intervention assesses metabolic changes among existing breast cancer survivors rather than incident breast cancer risk.
