Unsaved PubMed candidates before relevance screening
====================================================
PMID | Published date | Candidate contexts | Title
41974528 | 2026-05-01 | Choline / Uterine cancer / Incidence | Accuracy of Magnetic Resonance Spectroscopy-Detected Fumarate Peak for Diagnosing Fumarate Hydratase Deficiency in Uterine Leiomyomas: A Prospective Study.
41975253 | 2026-04-13 | Lactobacillus / Uterine cancer / Incidence | Decoding the microbial landscape of endometrial cancer: a case-control study.
41975537 | 2026-04-13 | Zinc / Ovarian cancer / Incidence | VEZF1 inhibits ovarian cancer cell ferroptosis and acts as an oncogene via the miR-545-3p/PLAG1 axis.
41976288 | 2026-03-25 | Iron / Uterine cancer / Incidence | Targeting ATR and PI3Kα Pathways Promotes Ferroptosis in <i>PIK3CA</i>-Wildtype Platinum-Resistant Endometrial Cancer.
41977169 | 2026-03-25 | Resveratrol / Breast cancer / Incidence | Resveratrol as a Modulator of Adriamycin-, Taxol-, and Cisplatin-Induced Cytotoxicity in MCF-7 Breast Cancer Cells.
41977631 | 2026-04-03 | Chitosan / Breast cancer / Incidence | Nanoengineered Chitosan-Genipin Coating of Yeast-Derived Biopolymer Microcapsules for Theranostic Applications.
41978166 | 2026-03-31 | Soy / Breast cancer / Incidence | Lifetime Soy Intake and Adult Mammographic Density in Chinese Premenopausal Women.
41978828 | 2026-04-01 | Ribose / Breast cancer / Incidence | Targeted Therapies for Each Subtype of Breast Cancer.
41978872 | 2026-03-01 | Ribose / Breast cancer / Incidence | Genetic Testing in Breast Cancer: Narrative Review and Clinical Insights.
41979062 | 2026-05-04 | Manganese / Breast cancer / Incidence | Relaxation Suppressed Exchange Tuning MRI Integrated with Manganese-Based Nanozyme Probes for Ferroptosis Induction and GPX4 Monitoring.
41979239 | 2026-04-14 | Antioxidants / Uterine cancer / Incidence; Vitamin C / Uterine cancer / Incidence | Association of systemic antioxidant status and oxidative stress markers in women with endometrial cancer compared with agematched controls.
41980055 | 2026-04-15 | Ribose / Breast cancer / Incidence | A phase 1 study of ASTX727 plus talazoparib in patients with triple-negative or hormone resistant/HER2-negative metastatic breast cancer.
41981156 | 2026-04-15 | Chromium / Breast cancer / Incidence | Industrial point source emissions and incident breast and lung cancers: two case-control studies.
41981253 | 2026-06-01 | Pyruvate / Breast cancer / Incidence | Blocking ubiquitination of hnRNPA1 maintains the self-renewal of breast cancer stem cells via mutually exclusive splicing of PKM pre-mRNA.
41981793 | 2026-04-01 | Noni / Breast cancer / Incidence | Damnacanthal Suppresses Breast Cancer Cells by Inducing Apoptosis and Cell Cycle Arrest via NF-ĸB Signaling.
41982371 | 2026-04-01 | Magnesium / Breast cancer / Incidence | Spontaneous Auto-Amputation of the Breast in a Patient With Advanced Malignant Fungating Wound and Distant Metastases Involving the Lungs and Left Upper Extremity: A Case Report.
41983597 | 2026-06-01 | Antioxidants / Breast cancer / Incidence; Nitric oxide / Breast cancer / Incidence | The antineoplastic and therapeutic effects of quinoline compounds against ehrlich ascites carcinoma in mice.
41985331 | 2026-05-01 | Calcium / Breast cancer / Incidence | Mechanistic insights and clinical implications of the S100 protein family in breast cancer.
41986437 | 2026-04-15 | Quercetin / Breast cancer / Incidence | The role of Luteolin, Naringenin, and Scutellarin in breast cancer by inhibition of HDAC4/HDAC8.
41986450 | 2026-04-15 | Zinc / Breast cancer / Incidence | Biosynthesis of zinc oxide nanoparticles and evaluation of anticancer activity against MCF-7 breast cancer cell line via phyto-synthesised nanoparticles.
41986570 | 2026-04-15 | Quercetin / Breast cancer / Incidence | Systematic review on anticancer potential of Kaempferol and quercetin against lung, breast, and colorectal cancers with emphasis on in vitro and in vivo studies.
41987313 | 2026-04-15 | Iron / Breast cancer / Incidence | TFRC promotes ferroptosis to suppress breast cancer bone metastasis via the activation of HIF-1 pathway.
41987687 | 2026-06-01 | Quercetin / Breast cancer / Incidence | Systematic review on effectiveness of flavonoids against breast cancer: insights from in-vitro, in-vivo studies and molecular pathway studies.
41988184 | 2026 | Iodine / Breast cancer / Incidence | Iodine-125 brachytherapy triggers immunogenic cell death and potentiates anti-PD-L1 immunotherapy in bone metastatic triple-negative breast cancer.
41988223 | 2026 | Glutamine / Breast cancer / Incidence | Pitfalls of onco-metabolomics: impact of sample integrity on metabolomic investigations in more than 4500 human serum samples from ten different cohorts.
41989195 | 2026-07-07 | Lactobacillus / Uterine cancer / Incidence | Cervicovaginal dysbiosis and microenvironment disruption are associated with cervical carcinogenesis.
41989617 | 2026-04-16 | Melatonin / Ovarian cancer / Incidence | Melatonin inhibits malignant biological behaviors in carboplatin-resistant ovarian cancer cells: elucidating the potential molecular mechanisms.
41990535 | 2026-07-15 | Chitosan / Breast cancer / Incidence | Multifunctional niosome-chitosan-gold nanohybrids for pH/ROS-triggered camptothecin release in breast cancer treatment.
41991000 | 2026-04-15 | Calcium / Breast cancer / Incidence | Dentate nucleus signal changes after multiple GBCAs MRI in breast cancer patients: A generalized additive model retrospective study.
41991334 | 2026-04-29 | Ginseng / Breast cancer / Incidence | Electrostatic Assembly of Ginseng Polysaccharides and Chito-Oligosaccharides to Enhance Dendritic Cell-Mediated Antigen Priming for Synergistic Radio-Immunotherapy.
41991718 | 2026-04-17 | Ribose / Breast cancer / Incidence | Topoisomerase I inhibitor antibody-drug conjugates in breast cancer: the relevance of the DNA damage response to resistance, response, and combination treatment strategies.
41991748 | 2026-04-17 | Alcohol / Breast cancer / Incidence | Factors associated with and patterns of alcohol intake in late survivorship for breast cancer survivors.
41991965 | 2026-04-01 | Ribose / Breast cancer / Incidence | Delineation of the heterogeneity underlying genomic instability in hereditary breast cancers reveals four disease subtypes.
41992955 | 2026-06-01 | Pyruvate / Breast cancer / Incidence | PINK1‑mediated mitophagy enhances breast cancer proliferation through metabolic reprogramming.
41995271 | 2026-03-31 | Ribose / Ovarian cancer / Incidence | Development of an homologous recombination deficiency scoring algorithm for unmatched ovarian tumor sample based on next-generation sequencing.
41996057 | 2026-04-17 | Resveratrol / Breast cancer / Incidence | High Intensity Microsecond-Electric Pulses Modulate Cell Death in MDA-MB-231 Cells Treated with Resveratrol.
41997548 | 2026-04-15 | Iron / Ovarian cancer / Incidence | Raddeanin A induces ferroptosis by targeting VEPH1 in a cisplatin-resistant epithelial ovarian cancer cell line.
41997555 | 2026-06-01 | Zinc / Breast cancer / Incidence | Investigation of chromene-porphyrin derivatives for use in photodynamic therapy and photodynamic antimicrobial chemotherapy.
41997670 | 2026-06-22 | Selenium / Ovarian cancer / Incidence | Intelligent POCT for ovarian cancer: Dual-biomarker detection combined with ROMA risk assessment using selenium nanoparticle.
41998102 | 2026-04-17 | Chitosan / Breast cancer / Incidence; Potassium / Breast cancer / Incidence | Kv1.3 Channel inhibition by nanoformulated MeuKTx as a therapeutic strategy in breast cancer.
41998636 | 2026-04-18 | Manganese / Breast cancer / Incidence | MnUA-DOX-artesunate hydrogel remodels immunosuppressive tumor microenvironment and prevents postoperative recurrence in triple-negative breast cancer.
41999512 | 2026-04-18 | Vitamin E / Breast cancer / Incidence | Intravenous paclitaxel delivered by a vitamin E nanocarrier as a safe and economical alternative to albumin-bound nanoparticles.
41999613 | 2026-04-18 | Omega-3 fatty acids / Breast cancer / Incidence | Weight loss and omega-3 supplementation modulate the microbiome in women with increased breast cancer risk.
42000404 | 2026-06-01 | Iodine / Breast cancer / Incidence | Impact of less invasive axillary staging procedures after neoadjuvant systemic therapy on adjuvant systemic therapy indications in HER2-positive and triple-negative breast cancer.
42001731 | 2026-07-01 | Chitosan / Breast cancer / Incidence; Manganese / Breast cancer / Incidence | Synthesis, characterization and anticancer activity studies of manganese(II) complexes derived from chitosan thiosemicarbazone vanillin Schiff base.
42002126 | 2026-04-17 | Mushrooms / Breast cancer / Incidence | Lucidumones L-P: Meroterpenoids from Ganoderma lucidum and their inhibitory effect on triple negative breast cancer.
42002344 | 2026-06-15 | Beta-glucans / Breast cancer / Incidence | Structural characterization and antitumor activity via immune modulation of an α-glucan from Grifola frondosa.
42002783 | 2026-04-19 | Iron / Breast cancer / Incidence | Bio-magnetic nanomedicine for targeted drug delivery of breast cancer: green synthesis, functional design, and translational challenges.
42003071 | 2026-05-01 | Iron / Breast cancer / Incidence | Cyclophosphamide Induces Autophagy-Dependent Ferroptosis Through Promoting ETNK1 Expression in Breast Cancer Cells.
42003077 | 2026-04-15 | Ginger / Breast cancer / Incidence | (E)-Labda dial-Loaded Nanoparticles for Triple Negative Breast Cancer.
42003108 | 2026-05-01 | N-acetylcysteine / Breast cancer / Incidence | Cryptocaryone Exhibits ROS/MAPK-Dependent Antiproliferative and Apoptosis-Inducing Effects on Triple-Negative Breast Cancer Cells and Proof-of-Concept Breast Cancer Mouse Model.
42003188 | 2026-04-14 | Ribose / Breast cancer / Incidence | Interplay between ADP-Ribosylation and Androgen Receptor Function in Prostate Cancer.
42004224 | 2026-07-01 | Pyruvate / Breast cancer / Incidence | PDK1 elevation was induced by epigenetic modifications of KDM3A and METTL16 to mediate TKI resistance and cancer development.
42005276 | 2026 | Gelatin / Breast cancer / Incidence | Exploration of the mechanism of hesperidin inhibition on the proliferation and metastasis of human breast cancer cells.
42005710 | 2026 | Folic acid / Breast cancer / Incidence | An Active-Targeted ZIF8-Based Nanotheranostic Platform for Ultrasound Imaging-Guided Synergistic Therapy of Triple-Negative Breast Cancer.
42005783 | 2026-04-01 | Multivitamin / Breast cancer / Incidence | Dietary Diversity Score Associated With a Reduced Risk of Breast Cancer: A Large Population-Based Incident Case-Control Study.
42006149 | 2026 | Magnesium / Breast cancer / Incidence | Integrative Genomic Analysis Identifies MAGT1 as a Key Regulator of Proliferation and Poor Prognosis in Breast Cancer.
42006731 | 2026-06-01 | Manganese / Breast cancer / Incidence | FAP-targeting peptide-directed nanoprobes enable tumor microenvironment-activatable MR/NIRF imaging of breast cancer primary tumor and lung metastases.
42006796 | 2026-04-14 | Grape / Breast cancer / Incidence | Photothermal activity in cancer therapy and antimicrobial properties of green gold nanoparticles from winery waste.
42006819 | 2026-04-14 | Folic acid / Breast cancer / Incidence | pH-responsive Ni-MOF based nanocarriers with folic acid targeting for enhanced chemotherapeutic efficacy in breast cancer.
42008005 | 2026-04-20 | Olive / Ovarian cancer / Incidence | Diosmetin overcomes resistance to cisplatin in ovarian cancer by suppressing the MAPK signaling pathway.
42011950 | 2026-05-05 | Calcium / Breast cancer / Incidence; Magnesium / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | A Universal Framework for Blood Ionome Extraction and Intelligent Quality Control in <sup>1</sup>H NMR Metabolomics.
42012500 | 2026-07-02 | Calcium / Breast cancer / Incidence | CerS2 Is a Druggable Target in Triple-Negative Breast Cancer.
42013020 | 2026-05-06 | Copper / Breast cancer / Incidence | Theranostic CuS/ALA Nanoprobes Modulate Drug Efflux Pumps and Synergize the Photoacoustics-Guided Photothermal Breast Cancer Therapy.
42014574 | 2026-07-01 | Calcium / Breast cancer / Incidence | A Stem Cell-Osteogenesis Axis in Malignant Breast Calcification: SQLE-Driven Reprogramming of Adipose-Derived Mesenchymal Stem Cells.
42014663 | 2026-04-21 | Ribose / Ovarian cancer / Incidence | A transcriptomic-based model associated with PARP inhibitor sensitivity and immunogenic signatures in ovarian cancer.
42014951 | 2026-04-01 | Iron / Breast cancer / Incidence | The Crosstalk Mechanisms Between Ferroptosis and Pyroptosis and Their Applications in Diseases: From Molecular Networks to Clinical Strategies.
42017177 | 2026-07-01 | Ribose / Ovarian cancer / Incidence | PAK1 inhibition synergistically enhances the anti-tumor efficacy of PARP inhibitors in ovarian cancers.
42019316 | 2026-06-01 | Nitric oxide / Breast cancer / Incidence | Nitric oxide generates a coordinated histone modification signature consistent with chromatin compaction, linked to methyl-modifying enzyme dysregulation and tumor-permissive gene silencing.
42019854 | 2026-05-01 | Manganese / Breast cancer / Incidence | A synergistic CRISPR-nano-immunotherapeutic system for targeted Bcl-2 silencing in breast tumour.
42020714 | 2026-04-22 | Lactobacillus / Uterine cancer / Incidence | Vaginal microbiota composition in pregnant women following cervical conization and radical trachelectomy.
42021748 | 2026-06-08 | Selenium / Breast cancer / Incidence | Catalytic ROS-Amplifying Self-Immolative Linkers Enable Carrier-Free Prodrugs for Refractory Tumors.
42023030 | 2026-06-16 | Nitric oxide / Breast cancer / Incidence; Nitric oxide / Ovarian cancer / Incidence | Nitric oxide-dependent stabilization of vimentin confers chemoresistance in ovarian cancer.
42023556 | 2026-06-01 | Calcium / Breast cancer / Incidence | High-Index Facet-Distorted Lanthanum Cuprate for Ultrasound-Triggered Cuproptosis and Cascade-Amplified Antitumor Therapy.
42024147 | 2026-07-01 | Ribose / Ovarian cancer / Incidence | Returning to PARP Inhibition: Rechallenge with Bevacizumab in Ovarian Cancer.
42025662 | 2026-06-01 | Astragalus / Breast cancer / Incidence | Enhanced paclitaxel oral delivery by astragalus polysaccharide-based nanoplatform for triple-negative breast cancer treatment.
42025918 | 2026-06-15 | Pyruvate / Breast cancer / Incidence | The proteomics analysis of mitochondria-enriched fractions reveals alteration of key mitochondrial pathways in breast cancer cell lines.
42026113 | 2026-04-24 | Antioxidants / Breast cancer / Incidence | Facile synthesis and synergistic cytotoxic effect of Ag/Co-ZnO nanoparticles in epithelial breast cancer cells.
42026393 | 2026-04-23 | Zinc / Ovarian cancer / Incidence | The SUMO specific peptidase SENP3 promotes papillary thyroid cancer progression by deSUMOylation of SETDB1 and regulating GLI2 transcription.
42026529 | 2026-04-23 | Creatine / Ovarian cancer / Incidence | Case report: morbid obesity and lithotomy positioning: a high-risk triad with GCS leading to severe rhabdomyolysis with impending acute compartment syndrome following ovarian cancer cytoreduction.
42026685 | 2026-04-23 | Copper / Ovarian cancer / Incidence | Ferrodoxin 1 (FDX1) drives paclitaxel resistance in ovarian cancer via copper metabolism and ULK1/ATG13-mediated autophagy: overcome by pH/ROS-responsive PPD/PDP@si-FDX1 nanomicelles.
42026756 | 2026-04-01 | Ribose / Ovarian cancer / Incidence | Survival Outcomes and Sensitivity of PARP Inhibitors in Platinum-Sensitive Ovarian Cancer: A Retrospective Study.
42027052 | 2026-06-01 | Boron / Breast cancer / Incidence | A Glycyrrhiza Glabra-derived pH/ROS Dual-Responsive Phytomedicine Nanoplatform for Combatting Triple-Negative Breast Cancer via Amplified Mitochondrial Damage.
42027134 | 2026-05-05 | Grape / Breast cancer / Incidence | Multiselective Recognition of Metal Ion-Nucleic Acid Complexes by CRISPR/Cas12a and Quantum Dots Enables the Profiling of Circulating Tumor DNA in Breast Cancer.
42029068 | 2026-05-19 | Nitric oxide / Breast cancer / Incidence | MOF-based arginine nanocarriers for coordinated immunometabolic and antitumor modulation in triple negative breast cancer.
42029494 | 2026-03-24 | Antioxidants / Breast cancer / Incidence | Multi-Targeted Mechanisms of Phytochemicals in Mitigating Cadmium-Induced Breast Cancer.
42029682 | 2026-05-12 | Copper / Breast cancer / Incidence | Ultrasensitive Antifouling Sensors Based on Bifunctional Signal Probes and Y-Shaped Biopeptides for Dual-Mode Immunoassays.
42032759 | 2026-04-01 | Ribose / Breast cancer / Incidence | Altered Estrogen Receptor Signaling Pathway in BRCA2-Deficient Estrogen Receptor-Positive/HER2-Negative Breast Cancer.
42032893 | 2026-07-01 | Green tea / Breast cancer / Incidence; Tea / Breast cancer / Incidence | Green Tea Consumption Potentiates Paclitaxel Cytotoxic Efficacy in Vitro and Antitumor Efficacy in Vivo: A Pharmacodynamic and Pharmacokinetic Study.
42033145 | 2026-04-25 | Melatonin / Breast cancer / Incidence | Nutritional intervention rich in tryptophan enhances sleep duration and reduces wakefulness during breast cancer treatment.
42034541 | 2026-05-01 | Calcium / Breast cancer / Incidence | Thromboelastography Characterizes the Hypercoagulable State in Murine and Human Breast Cancer.
42035196 | 2026-04-25 | Ribose / Breast cancer / Incidence | Identification and validation of an intratumor heterogeneity-related prognostic signature in triple-negative breast cancer: a study based on integrative machine learning and single-cell sequencing.
42035252 | 2026-04-28 | Ribose / Ovarian cancer / Incidence | In Vitro Evaluation of PARP1 Inhibitor Olaparib-Cyanine Dye Conjugate for the Treatment of Glioblastoma.
42035379 | 2026-04-26 | Folic acid / Breast cancer / Incidence | Synthesis and molecular characterization of a novel FA-ADH-GMS conjugated pH-responsive lipid for targeted drug delivery.
42036400 | 2026-04-26 | Lutein / Uterine cancer / Incidence | Twin molar pregnancy: a diagnostic framework for early recognition and appropriate management.
42036667 | 2026-04-26 | Calcium / Breast cancer / Incidence | Cetirizine suppresses cancer-associated fibroblast-mediated fibrotic remodeling and epithelial-mesenchymal transition via histamine H<sub>1</sub> receptor inverse agonism.
42036698 | 2026-04-26 | Nitric oxide / Breast cancer / Incidence | Adjuvant choice shapes macrophage activation and cytokine responses to freeze-thaw breast cancer antigens.
42037118 | 2026-06-01 | Copper / Ovarian cancer / Incidence | Integrative gene ontology-driven analysis of the eutopic endometrium reveals key dysregulated functionomes and pathways in endometriosis.
42037203 | 2026-07-01 | Mediterranean diet / Breast cancer / Incidence; Olive / Breast cancer / Incidence | (+)-Matairesinol, Derived From Olive Oil, Enhanced T-Cell Anti-Tumor Immune via JAK3-STAT1 Signal and Synergized With Anti-PD-1 Efficacy.
42037234 | 2026-05-12 | Copper / Breast cancer / Incidence | Simultaneous Electrochemical Detection of miR-21 and miR-155 Breast Cancer Biomarkers Using a Dual-Signal Aptasensor Based on Cu/Cd Redox Probes.
42038321 | 2026 | Olive / Breast cancer / Incidence | <i>Pleurotus ostreatus</i> ethanolic extract exerts anti-cancer effects <i>via</i> PI3K/Akt/mTOR pathway modulation in DMBA-NMU induced breast cancer in female Sprague Dawley rats.
42038367 | 2026 | Iodine / Breast cancer / Incidence | Could iodine be the missing micronutrient in breast cancer development?
42038388 | 2026 | Ribose / Ovarian cancer / Incidence | The effect of PARP inhibitor-based targeted therapy on BRCA-mutated ovarian cancer: systematic literature review.
42039395 | 2026-05-06 | Pyruvate / Breast cancer / Incidence | Metabolic maintenance of breast cancer cells and metastases through E-cadherin/YAP-dependent pyruvate carboxylase expression.
42041155 | 2026-05-12 | Copper / Breast cancer / Incidence | Reversing Cuproptosis Tolerance with Twinborn Metallic Polymer Nanoparticles for Enhancing Efficacy of Chemo-Immunotherapy.
42041600 | 2026-04-21 | Calcium / Breast cancer / Incidence | Neuroglial-Breast Cancer Crosstalk Shapes the Brain Metastatic Niche.
42042041 | 2026-04-07 | Resveratrol / Breast cancer / Incidence | Enhanced Antitumor Response in Breast Cancer via Parthanatos Activation Mediated by the Synergistic Effect of Etoposide and Resveratrol.
42043192 | 2026-03-24 | Lactobacillus / Uterine cancer / Incidence | A Role of the Lower Genital Tract Microbiome in Promoting Cervical Intraepithelial Neoplasia: A Premalignant Precursor of Cervical Cancer-A Literature Review.
42044237 | 2026-06-01 | Copper / Uterine cancer / Incidence | GE11/RGD Dual-Ligand Copper Nanoassemblies Synchronize Cuproptosis and Photothermal Therapy for Targeted Cervical Cancer Ablation.
42045034 | 2026-04-20 | Calcium / Breast cancer / Incidence | [Erianin inhibits proliferation and migration of breast cancer cells <i>in vitro</i> by inhibiting Wnt/β-catenin signaling].
42045116 | 2026-06-05 | Glutamine / Breast cancer / Incidence | <sup>1</sup>H NMR-Based Plasma Metabolomics and Machine Learning Reveal Distinct Metabolic Signatures of Breast Cancer in Nigerian Women.
42045905 | 2026-04-27 | Antioxidants / Breast cancer / Incidence | An assessment of curcumin, curcumin spanlastics nanoparticles, and curcumin nanocrystals as possible drug delivery systems with antimicrobial, antioxidant, and antitumor activities.
42046206 | 2026-05-01 | Ribose / Ovarian cancer / Incidence | Exploring alternatives to tumor tissue for BRCA1/2 next-generation sequencing testing in high-grade serous ovarian cancer: A 34-case series of malignant ascites.
42047769 | 2026-07-01 | Soy / Breast cancer / Incidence | Mechanistic and AI-assisted evaluation of paclitaxel-loaded HSPC liposomes for targeted breast cancer therapy.
42048036 | 2026-06-01 | Cannabidiol / Breast cancer / Incidence | Cannabidiol potentiates olaparib-induced cytotoxicity through cell cycle arrest and DNA damage modulation in breast cancer cells.
42048167 | 2026-06-22 | Ribose / Breast cancer / Incidence | Comparative analysis of distinct genomic landscapes in young-onset gBRCA1/2 breast cancer.
42048687 | 2026-04-23 | Iron / Breast cancer / Incidence | DA-5: A novel azaindole-based GPX4 inhibitor inducing ferroptosis for targeted therapy of triple-negative breast cancer.
42049795 | 2026-04-28 | Copper / Breast cancer / Incidence; Folic acid / Breast cancer / Incidence | Synthesis, spectroscopic, characterization, antimicrobial, DNA interaction, DFT and molecular docking studies of a new Cu(II)-Schiff base complex.
42050114 | 2026-04-28 | Quercetin / Ovarian cancer / Incidence | Synthesis and application of quercetin hybrids as potential anticancer agents in the treatment of ovarian cancer.
42051038 | 2026-05-01 | Ribose / Ovarian cancer / Incidence | Efficacy and Safety of Pamiparib Monotherapy in Recurrent Ovarian Cancer After Prior PARPi Exposure: A Prospective, Open-Label, Single-Arm, Phase II Study.
42051100 | 2026-04-13 | Capsaicin / Ovarian cancer / Incidence | Cisplatin Kills Ovarian Cancer Cells by Causing Mitochondrial Oxidative Stress and Death Through the TRPV1 Channel Stimulation: The Role of Eicosapentaenoic Acid.
42052841 | 2026-04-17 | Iron / Breast cancer / Incidence | Ferroptosis in Breast Cancer: Molecular Insights and Therapeutic Strategies.
42053881 | 2026-06-01 | Zinc / Breast cancer / Incidence | ZNF468 stabilization by RNF4 enhances apoptosis resistance and carboplatin resistance in breast cancer via transcription activation of XIAP.
42054389 | 2026 | Alcohol / Breast cancer / Incidence | Spatial and temporal modeling of breast cancer mortality in Kansas: An R-INLA approach.
42055335 | 2026-06-01 | Pyruvate / Breast cancer / Incidence | Extracellular ATP drives tryptophan metabolism and aryl hydrocarbon receptor activation to promote cellular senescence.
42055375 | 2026-06-01 | Chitosan / Breast cancer / Incidence | Development of folate-grafted poly-3-hydroxybutyrate nanoparticles-embedded chitosan thermosensitive hydrogel for sustained and targeted delivery of epirubicin.
42055476 | 2026-05-01 | Cannabidiol / Uterine cancer / Incidence | Antiproliferative Effects of Cannabinoids and Cisplatin in Cervical Cancer Cells.
42059253 | 2026-06-01 | Melatonin / Uterine cancer / Incidence | Research progress and future directions in circadian rhythms for uterine‑related diseases (Review).
42061278 | 2026-06-01 | Ribose / Ovarian cancer / Incidence | Decoding BRCA1 and BRCA2 Mutations in High-Grade Serous Ovarian Cancer: Impact of Location and Type of Mutation on Prognosis and PARP Inhibitor Treatment.
42061434 | 2026-03-31 | Vitamin D / Breast cancer / Incidence | CLO26-127: Potential Efficacy of Vitamin D in Improving Pathological Complete Response among Breast Cancer Patients Undergoing Neoadjuvant Chemotherapy: A Systematic Review and Meta-Analysis.
42061546 | 2026-06-01 | Chitosan / Breast cancer / Incidence | Studies on the anti-tumor effects of curcumin synergizing with doxorubicin in inducing immunogenic cell death.
42062430 | 2026-04-30 | Calcium / Breast cancer / Incidence | The compartment-specific interactome of VDAC1 reveals its emerging role beyond mitochondria in breast cancer.
42062866 | 2026-05-01 | Potassium / Uterine cancer / Incidence | Hysteroscopic myomectomy for FIGO type 3 uterine fibroids with diameter not less than 5 cm: a retrospective, single-center study of eighteen cases.
42065038 | 2026 | Ribose / Ovarian cancer / Incidence | Primary Debulking Surgery Versus Neoadjuvant Chemotherapy in Advanced Ovarian Cancer: A Meta-Analysis of All Randomized Clinical Trials with Subgroup Analysis by Patient Profile.
42065074 | 2026 | Iron / Ovarian cancer / Incidence | Targeting Oncogenic lncRNA KRT7-AS to Induce Ferroptosis Suppresses Ovarian Cancer Progression.
42067062 | 2026-07-01 | Omega-3 fatty acids / Uterine cancer / Incidence | Extracellular vesicles released by uterine fibroid cells: modulation by omega-3 fatty acids and impact on recipient myometrial cells.
42067522 | 2026-05-02 | Iron / Breast cancer / Incidence | Nisin and rutin as potential coating agents for iron oxide nanoparticles for enhanced theranostic applications against cancer.
42068416 | 2026-05-02 | Alcohol / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Peganum harmala leaf extract mediated green synthesised polyvinyl alcohol zinc oxide beta cyclodextrin nanocomposite for anticancer and antimicrobial applications.
42068737 | 2026-06-01 | Ribose / Breast cancer / Incidence | Progress toward personalized management of stage II/III triple negative breast cancer.
42068933 | 2026-04-27 | Chitosan / Breast cancer / Incidence | A polydopamine nanoparticles-blended carboxymethylcellulose hydrogel for integrated postoperative management of breast cancer: Preventing recurrence/metastasis and promoting wound healing.
42069205 | 2026-05-01 | Berberine / Breast cancer / Incidence | Alginate-functionalized and PEGylated niosomes co-encapsulating letrozole and berberine for preclinical breast cancer therapy: Overcoming multidrug resistance.
42069794 | 2026-05-02 | Capsaicin / Ovarian cancer / Incidence | Arvanil reverses cisplatin resistance in ovarian cancer by activating HMOX1-driven ferroptosis.
42070145 | 2026-05-03 | Ribose / Ovarian cancer / Incidence | From histological and molecular pathology to the inclusion of antibody-drug conjugates in clinical practice against ovarian cancers: Mechanisms of action and pharmacological safety.
42072053 | 2026-03-25 | Olive / Breast cancer / Incidence | Oleocanthal Induces Mitochondrial Dysfunction in Breast Cancer Cell Lines Depending on c-MET Expression.
42072475 | 2026-04-20 | Vitamin C / Breast cancer / Incidence | Low-Dose Vitamin C-Based Electroporation of Solid Tumors: A New Area in Non-Cytotoxic Electrochemotherapy.
42072488 | 2026-04-21 | Alcohol / Breast cancer / Incidence | Regulatory Variants in the KRAS 3'UTR and Intron 2 Are Associated with Breast Cancer Susceptibility Through Independent and Combinatorial Effects in a Mexican Population.
42073552 | 2026-04-13 | Ribose / Ovarian cancer / Incidence | PARP Inhibitors and the Risk of Serum Creatinine Elevation in Ovarian Cancer: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.
42073582 | 2026-04-16 | Ribose / Breast cancer / Incidence | Characteristics and Clinical Outcomes of BRCA Germline Mutation Carriers with Advanced Breast Cancer Treated with PARP (Poly ADP-Ribose Polymerase) Inhibitors: A Single-Institution Experience.
42074090 | 2026-04-12 | Iron / Breast cancer / Incidence | Subtype-Consistent Upregulation of Ferroptosis-Associated Pathways in Breast Cancer with Heterogeneous Prognostic Implications and Systemic Response to Cryoablation.
42074251 | 2026-04-18 | Leucine / Breast cancer / Incidence | Identification and Integration of LRG1-Induced Differentially Expressed Gene (DEG) Hub Profiles in Breast Cancer Cells.
42074342 | 2026-04-21 | Alcohol / Breast cancer / Incidence | Identification of ANT2 as a Druggable Target for Endocrine-Resistant ERα-Positive Breast Cancer.
42074359 | 2026-03-26 | Iodine / Ovarian cancer / Incidence | An Integrative Variant Scoring Function for Finding Novel Genes Associated with Ovarian and Thyroid Cancer.
42074525 | 2026-03-31 | Alcohol / Breast cancer / Incidence | <i>BRCA1</i> Promoter CpG Methylation in Breast Cancer: A Pilot Study in African Women.
42075066 | 2026-04-16 | Vitamin D / Breast cancer / Incidence | A Retrospective Interventional Study Examining Whether Successful Replacement Therapy After a Confirmed Vitamin D Deficiency Correlates with Improved Disease-Free Survival in the Curative Intent Treatment of HER2+ Breast Cancer.
42075827 | 2026-04-02 | Folic acid / Breast cancer / Incidence | In Vitro Doxorubicin Delivery Using TPP-Folate-Dendrimer-Functionalized Gold Nanoclusters.
42075828 | 2026-04-02 | Vitamin D / Breast cancer / Incidence; Vitamin E / Breast cancer / Incidence | Synergistic Potential of Organotin(IV) Carbodithioate Derivatives with Vitamins D and E in MCF-7 and MDA-MB-231 Breast Cancer Cells.
42075870 | 2026-04-14 | Cannabidiol / Breast cancer / Incidence | The Effect of Cannabidiol on Cancer-Pathway Genes in Doxorubicin-Sensitive and Resistant Breast Cancer Cells.
42076166 | 2026-04-21 | Chitosan / Breast cancer / Incidence | Correction: Fahmy et al. PEGylated Chitosan Nanoparticles Encapsulating Ascorbic Acid and Oxaliplatin Exhibit Dramatic Apoptotic Effects against Breast Cancer Cells. <i>Pharmaceutics</i> 2022, <i>14</i>, 407.
